reg;cl_age90;jour;hosp;rea;rad;dc
24;49;18/12/2020;17;1;366;7
24;59;18/12/2020;64;13;582;34
24;69;18/12/2020;142;27;888;92
24;79;18/12/2020;222;51;999;220
24;89;18/12/2020;305;7;1229;502
24;90;18/12/2020;169;2;541;348
27;0;18/12/2020;1800;166;8935;2335
27;9;18/12/2020;2;0;49;0
27;19;18/12/2020;4;1;85;0
27;29;18/12/2020;10;2;234;2
27;39;18/12/2020;17;2;352;8
27;49;18/12/2020;53;5;611;11
27;59;18/12/2020;85;13;941;47
27;69;18/12/2020;236;49;1417;196
27;79;18/12/2020;459;70;1946;476
27;89;18/12/2020;583;20;2298;1015
27;90;18/12/2020;336;2;952;575
28;0;18/12/2020;1099;82;5369;1381
28;9;18/12/2020;2;0;33;0
28;19;18/12/2020;1;0;25;0
28;29;18/12/2020;7;1;141;0
28;39;18/12/2020;15;3;226;3
28;49;18/12/2020;23;1;357;19
28;59;18/12/2020;67;15;672;47
28;69;18/12/2020;148;23;968;160
28;79;18/12/2020;256;33;1153;293
28;89;18/12/2020;375;5;1263;542
28;90;18/12/2020;198;0;497;306
32;0;18/12/2020;2493;263;16519;4069
32;9;18/12/2020;6;1;175;0
32;19;18/12/2020;6;2;150;0
32;29;18/12/2020;19;2;520;2
32;39;18/12/2020;29;7;822;8
32;49;18/12/2020;58;10;1261;31
32;59;18/12/2020;176;35;2205;143
32;69;18/12/2020;382;86;2890;468
32;79;18/12/2020;614;90;3348;904
32;89;18/12/2020;804;24;3629;1637
32;90;18/12/2020;384;3;1413;859
44;0;18/12/2020;2858;282;19807;5451
44;9;18/12/2020;2;0;186;1
44;19;18/12/2020;6;0;131;0
44;29;18/12/2020;11;0;526;2
44;39;18/12/2020;36;6;860;23
44;49;18/12/2020;71;12;1388;46
44;59;18/12/2020;165;36;2496;151
44;69;18/12/2020;402;72;3691;563
44;79;18/12/2020;710;112;4150;1296
44;89;18/12/2020;975;37;4494;2242
44;90;18/12/2020;442;4;1717;1095
52;0;18/12/2020;960;73;5667;1193
52;9;18/12/2020;1;0;39;0
52;19;18/12/2020;2;1;42;0
52;29;18/12/2020;5;0;180;0
52;39;18/12/2020;5;1;290;1
52;49;18/12/2020;16;2;424;7
52;59;18/12/2020;51;12;646;29
52;69;18/12/2020;135;22;879;99
52;79;18/12/2020;199;28;1099;222
52;89;18/12/2020;327;6;1420;512
52;90;18/12/2020;218;1;648;323
53;0;18/12/2020;593;51;3130;652
53;9;18/12/2020;2;1;34;0
53;19;18/12/2020;1;1;33;0
53;29;18/12/2020;2;0;103;0
53;39;18/12/2020;6;0;158;2
53;49;18/12/2020;10;3;226;3
53;59;18/12/2020;33;7;400;14
53;69;18/12/2020;105;19;491;61
53;79;18/12/2020;129;20;628;114
53;89;18/12/2020;210;0;750;286
53;90;18/12/2020;95;0;298;170
75;0;18/12/2020;1305;160;7232;1555
75;9;18/12/2020;3;0;58;0
75;19;18/12/2020;1;0;71;0
75;29;18/12/2020;12;2;218;2
75;39;18/12/2020;13;3;321;2
75;49;18/12/2020;24;1;489;11
75;59;18/12/2020;72;19;920;37
75;69;18/12/2020;159;44;1212;121
75;79;18/12/2020;289;67;1411;296
75;89;18/12/2020;436;21;1682;651
75;90;18/12/2020;289;2;807;429
76;0;18/12/2020;1313;193;9571;1963
76;9;18/12/2020;1;0;88;0
76;19;18/12/2020;0;0;98;0
76;29;18/12/2020;6;0;307;1
76;39;18/12/2020;11;2;431;3
76;49;18/12/2020;35;8;726;11
76;59;18/12/2020;64;20;1237;42
76;69;18/12/2020;175;67;1684;179
76;79;18/12/2020;313;63;2028;429
76;89;18/12/2020;465;26;1996;787
76;90;18/12/2020;238;7;966;510
84;0;18/12/2020;4290;462;26221;6213
84;9;18/12/2020;5;4;182;0
84;19;18/12/2020;10;1;211;0
84;29;18/12/2020;20;0;809;4
84;39;18/12/2020;46;5;1218;10
84;49;18/12/2020;107;24;1744;32
84;59;18/12/2020;254;49;3064;131
84;69;18/12/2020;617;159;4125;479
84;79;18/12/2020;1045;173;5591;1314
84;89;18/12/2020;1416;36;6193;2645
84;90;18/12/2020;730;3;2801;1548
93;0;18/12/2020;2260;284;17710;3243
93;9;18/12/2020;2;0;161;0
93;19;18/12/2020;5;2;210;0
93;29;18/12/2020;8;0;749;2
93;39;18/12/2020;17;2;1050;6
93;49;18/12/2020;47;11;1373;19
93;59;18/12/2020;123;28;2414;89
93;69;18/12/2020;340;97;3172;255
93;79;18/12/2020;605;113;3521;704
93;89;18/12/2020;721;27;3424;1364
93;90;18/12/2020;382;3;1539;788
94;0;18/12/2020;21;6;498;113
94;9;18/12/2020;0;0;11;0
94;19;18/12/2020;0;0;4;0
94;29;18/12/2020;0;0;19;0
94;39;18/12/2020;0;0;31;1
94;49;18/12/2020;1;1;40;2
94;59;18/12/2020;3;2;78;5
94;69;18/12/2020;4;2;85;11
94;79;18/12/2020;5;1;105;28
94;89;18/12/2020;4;0;96;47
94;90;18/12/2020;4;0;29;19
1;0;19/12/2020;62;5;751;167
1;9;19/12/2020;0;0;21;0
1;19;19/12/2020;0;0;9;0
1;29;19/12/2020;0;0;17;0
1;39;19/12/2020;2;0;56;2
1;49;19/12/2020;2;0;99;7
1;59;19/12/2020;8;2;136;10
1;69;19/12/2020;10;1;174;43
1;79;19/12/2020;13;2;133;55
1;89;19/12/2020;16;0;89;43
1;90;19/12/2020;11;0;17;7
2;0;19/12/2020;27;6;354;42
2;9;19/12/2020;0;0;1;0
2;19;19/12/2020;0;0;2;0
2;29;19/12/2020;0;0;13;0
2;39;19/12/2020;1;0;23;3
2;49;19/12/2020;2;0;47;1
2;59;19/12/2020;3;0;80;3
2;69;19/12/2020;9;3;76;7
2;79;19/12/2020;6;2;62;12
2;89;19/12/2020;5;0;40;12
2;90;19/12/2020;0;0;7;4
3;0;19/12/2020;20;3;1923;67
3;9;19/12/2020;1;0;116;0
3;19;19/12/2020;1;0;155;0
3;29;19/12/2020;3;0;412;3
3;39;19/12/2020;4;0;397;1
3;49;19/12/2020;3;0;263;3
3;59;19/12/2020;3;1;195;11
3;69;19/12/2020;4;1;207;19
3;79;19/12/2020;1;1;116;17
3;89;19/12/2020;0;0;52;11
3;90;19/12/2020;0;0;8;1
4;0;19/12/2020;45;5;695;51
4;9;19/12/2020;0;0;21;0
4;19;19/12/2020;2;0;23;1
4;29;19/12/2020;6;0;61;1
4;39;19/12/2020;3;1;69;1
4;49;19/12/2020;5;0;82;3
4;59;19/12/2020;4;1;120;3
4;69;19/12/2020;9;1;151;12
4;79;19/12/2020;9;1;104;17
4;89;19/12/2020;7;1;55;13
4;90;19/12/2020;0;0;7;0
6;0;19/12/2020;8;2;534;39
6;9;19/12/2020;0;0;20;0
6;19;19/12/2020;0;0;26;0
6;29;19/12/2020;0;0;82;0
6;39;19/12/2020;0;0;73;0
6;49;19/12/2020;3;1;73;7
6;59;19/12/2020;1;0;86;5
6;69;19/12/2020;0;0;85;12
6;79;19/12/2020;2;1;47;9
6;89;19/12/2020;1;0;29;5
6;90;19/12/2020;0;0;2;1
11;0;19/12/2020;4791;608;52836;11709
11;9;19/12/2020;12;2;612;3
11;19;19/12/2020;21;4;492;4
11;29;19/12/2020;50;4;1851;17
11;39;19/12/2020;107;14;3482;70
11;49;19/12/2020;162;41;5141;212
11;59;19/12/2020;425;120;8306;704
11;69;19/12/2020;711;175;9583;1662
11;79;19/12/2020;1049;173;9477;2713
11;89;19/12/2020;1468;66;9115;3927
11;90;19/12/2020;737;5;4294;2317
24;0;19/12/2020;944;102;5088;1215
24;9;19/12/2020;0;0;48;0
24;19;19/12/2020;0;0;43;0
24;29;19/12/2020;9;0;127;0
24;39;19/12/2020;12;1;216;2
24;49;19/12/2020;17;0;368;7
24;59;19/12/2020;64;13;584;34
24;69;19/12/2020;142;27;891;92
24;79;19/12/2020;221;52;1006;222
24;89;19/12/2020;306;7;1235;503
24;90;19/12/2020;167;2;548;349
27;0;19/12/2020;1750;160;9031;2352
27;9;19/12/2020;2;0;49;0
27;19;19/12/2020;3;1;86;0
27;29;19/12/2020;12;2;234;2
27;39;19/12/2020;14;2;356;8
27;49;19/12/2020;50;5;617;11
27;59;19/12/2020;83;14;947;48
27;69;19/12/2020;229;47;1433;196
27;79;19/12/2020;447;66;1965;484
27;89;19/12/2020;564;19;2331;1019
27;90;19/12/2020;329;2;963;579
28;0;19/12/2020;1116;86;5393;1388
28;9;19/12/2020;2;0;33;0
28;19;19/12/2020;2;0;25;0
28;29;19/12/2020;6;1;142;0
28;39;19/12/2020;17;4;227;3
28;49;19/12/2020;22;1;359;19
28;59;19/12/2020;68;16;673;47
28;69;19/12/2020;148;23;970;162
28;79;19/12/2020;252;33;1161;294
28;89;19/12/2020;383;7;1269;545
28;90;19/12/2020;208;0;499;307
32;0;19/12/2020;2453;245;16614;4091
32;9;19/12/2020;6;1;175;0
32;19;19/12/2020;7;3;150;0
32;29;19/12/2020;19;0;522;2
32;39;19/12/2020;32;7;822;8
32;49;19/12/2020;60;9;1262;31
32;59;19/12/2020;165;33;2219;143
32;69;19/12/2020;377;81;2906;472
32;79;19/12/2020;588;85;3382;911
32;89;19/12/2020;800;20;3648;1643
32;90;19/12/2020;385;3;1421;864
44;0;19/12/2020;2885;282;19931;5490
44;9;19/12/2020;2;0;187;1
44;19;19/12/2020;6;0;132;0
44;29;19/12/2020;12;0;527;2
44;39;19/12/2020;36;5;863;23
44;49;19/12/2020;76;12;1397;47
44;59;19/12/2020;175;40;2505;151
44;69;19/12/2020;401;71;3711;568
44;79;19/12/2020;716;113;4173;1306
44;89;19/12/2020;982;34;4533;2254
44;90;19/12/2020;441;4;1734;1106
52;0;19/12/2020;945;78;5709;1200
52;9;19/12/2020;1;1;39;0
52;19;19/12/2020;2;1;42;0
52;29;19/12/2020;5;0;180;0
52;39;19/12/2020;4;1;291;1
52;49;19/12/2020;15;2;425;7
52;59;19/12/2020;50;13;651;30
52;69;19/12/2020;137;24;882;99
52;79;19/12/2020;195;29;1105;224
52;89;19/12/2020;318;6;1439;514
52;90;19/12/2020;217;1;655;325
53;0;19/12/2020;591;49;3145;654
53;9;19/12/2020;0;0;36;0
53;19;19/12/2020;1;1;33;0
53;29;19/12/2020;3;0;103;0
53;39;19/12/2020;6;0;158;2
53;49;19/12/2020;10;3;227;3
53;59;19/12/2020;33;6;400;14
53;69;19/12/2020;101;17;494;62
53;79;19/12/2020;133;22;630;114
53;89;19/12/2020;208;0;756;286
53;90;19/12/2020;96;0;299;171
75;0;19/12/2020;1308;150;7273;1565
75;9;19/12/2020;3;0;58;0
75;19;19/12/2020;2;1;71;0
75;29;19/12/2020;12;2;218;2
75;39;19/12/2020;12;3;323;2
75;49;19/12/2020;25;1;490;11
75;59;19/12/2020;75;17;924;37
75;69;19/12/2020;155;42;1218;122
75;79;19/12/2020;291;64;1418;297
75;89;19/12/2020;434;18;1694;655
75;90;19/12/2020;290;1;816;433
76;0;19/12/2020;1298;199;9622;1968
76;9;19/12/2020;2;0;88;0
76;19;19/12/2020;0;0;98;0
76;29;19/12/2020;7;0;308;1
76;39;19/12/2020;9;2;433;3
76;49;19/12/2020;34;8;729;11
76;59;19/12/2020;62;20;1241;42
76;69;19/12/2020;176;64;1689;179
76;79;19/12/2020;312;69;2036;431
76;89;19/12/2020;460;29;2014;789
76;90;19/12/2020;233;7;976;511
84;0;19/12/2020;4296;447;26339;6245
84;9;19/12/2020;4;2;183;0
84;19;19/12/2020;10;0;213;0
84;29;19/12/2020;21;0;811;4
84;39;19/12/2020;47;5;1220;10
84;49;19/12/2020;105;22;1751;32
84;59;19/12/2020;255;48;3075;131
84;69;19/12/2020;623;153;4146;482
84;79;19/12/2020;1045;172;5602;1323
84;89;19/12/2020;1420;36;6234;2655
84;90;19/12/2020;728;3;2821;1556
93;0;19/12/2020;2259;285;17804;3262
93;9;19/12/2020;2;0;161;0
93;19;19/12/2020;4;2;211;0
93;29;19/12/2020;9;1;750;2
93;39;19/12/2020;17;2;1057;6
93;49;19/12/2020;49;12;1377;19
93;59;19/12/2020;128;27;2421;89
93;69;19/12/2020;336;96;3193;255
93;79;19/12/2020;602;115;3540;709
93;89;19/12/2020;713;27;3451;1375
93;90;19/12/2020;388;2;1546;791
94;0;19/12/2020;21;6;498;113
94;9;19/12/2020;0;0;11;0
94;19;19/12/2020;0;0;4;0
94;29;19/12/2020;0;0;19;0
94;39;19/12/2020;0;0;31;1
94;49;19/12/2020;1;1;40;2
94;59;19/12/2020;3;2;78;5
94;69;19/12/2020;4;2;85;11
94;79;19/12/2020;5;1;105;28
94;89;19/12/2020;4;0;96;47
94;90;19/12/2020;4;0;29;19
1;0;20/12/2020;62;5;751;167
1;9;20/12/2020;0;0;21;0
1;19;20/12/2020;0;0;9;0
1;29;20/12/2020;0;0;17;0
1;39;20/12/2020;2;0;56;2
1;49;20/12/2020;2;0;99;7
1;59;20/12/2020;8;2;136;10
1;69;20/12/2020;10;1;174;43
1;79;20/12/2020;13;2;133;55
1;89;20/12/2020;16;0;89;43
1;90;20/12/2020;11;0;17;7
2;0;20/12/2020;27;6;354;42
2;9;20/12/2020;0;0;1;0
2;19;20/12/2020;0;0;2;0
2;29;20/12/2020;0;0;13;0
2;39;20/12/2020;1;0;23;3
2;49;20/12/2020;2;0;47;1
2;59;20/12/2020;3;0;80;3
2;69;20/12/2020;9;3;76;7
2;79;20/12/2020;6;2;62;12
2;89;20/12/2020;5;0;40;12
2;90;20/12/2020;0;0;7;4
3;0;20/12/2020;20;3;1923;67
3;9;20/12/2020;1;0;116;0
3;19;20/12/2020;1;0;155;0
3;29;20/12/2020;3;0;412;3
3;39;20/12/2020;4;0;397;1
3;49;20/12/2020;3;0;263;3
3;59;20/12/2020;3;1;195;11
3;69;20/12/2020;4;1;207;19
3;79;20/12/2020;1;1;116;17
3;89;20/12/2020;0;0;52;11
3;90;20/12/2020;0;0;8;1
4;0;20/12/2020;46;7;695;51
4;9;20/12/2020;0;0;21;0
4;19;20/12/2020;2;0;23;1
4;29;20/12/2020;6;0;61;1
4;39;20/12/2020;3;1;69;1
4;49;20/12/2020;5;1;82;3
4;59;20/12/2020;5;2;120;3
4;69;20/12/2020;9;1;151;12
4;79;20/12/2020;9;1;104;17
4;89;20/12/2020;7;1;55;13
4;90;20/12/2020;0;0;7;0
6;0;20/12/2020;7;2;536;39
6;9;20/12/2020;0;0;20;0
6;19;20/12/2020;0;0;26;0
6;29;20/12/2020;0;0;82;0
6;39;20/12/2020;0;0;73;0
6;49;20/12/2020;3;1;74;7
6;59;20/12/2020;1;0;86;5
6;69;20/12/2020;0;0;85;12
6;79;20/12/2020;2;1;47;9
6;89;20/12/2020;1;0;29;5
6;90;20/12/2020;0;0;2;1
11;0;20/12/2020;4822;610;52867;11722
11;9;20/12/2020;12;3;613;3
11;19;20/12/2020;21;4;492;4
11;29;20/12/2020;49;4;1854;17
11;39;20/12/2020;107;14;3484;70
11;49;20/12/2020;164;42;5144;212
11;59;20/12/2020;422;116;8313;704
11;69;20/12/2020;718;179;9586;1665
11;79;20/12/2020;1050;173;9486;2715
11;89;20/12/2020;1481;65;9119;3932
11;90;20/12/2020;747;5;4294;2319
24;0;20/12/2020;951;102;5094;1220
24;9;20/12/2020;0;0;48;0
24;19;20/12/2020;0;0;43;0
24;29;20/12/2020;10;0;127;0
24;39;20/12/2020;11;0;217;2
24;49;20/12/2020;16;0;370;7
24;59;20/12/2020;66;12;584;34
24;69;20/12/2020;147;27;891;93
24;79;20/12/2020;220;53;1008;223
24;89;20/12/2020;306;8;1236;505
24;90;20/12/2020;168;2;548;350
27;0;20/12/2020;1782;166;9045;2362
27;9;20/12/2020;2;0;49;0
27;19;20/12/2020;3;1;86;0
27;29;20/12/2020;12;3;235;2
27;39;20/12/2020;14;2;357;8
27;49;20/12/2020;53;6;618;11
27;59;20/12/2020;85;15;948;48
27;69;20/12/2020;232;46;1434;198
27;79;20/12/2020;458;68;1967;484
27;89;20/12/2020;573;21;2335;1023
27;90;20/12/2020;331;2;966;583
28;0;20/12/2020;1132;91;5410;1395
28;9;20/12/2020;2;0;33;0
28;19;20/12/2020;2;0;25;0
28;29;20/12/2020;6;1;142;0
28;39;20/12/2020;17;4;227;3
28;49;20/12/2020;25;2;360;19
28;59;20/12/2020;71;18;674;47
28;69;20/12/2020;150;24;972;163
28;79;20/12/2020;252;34;1169;295
28;89;20/12/2020;388;7;1272;548
28;90;20/12/2020;211;0;500;309
32;0;20/12/2020;2463;246;16638;4102
32;9;20/12/2020;6;1;175;0
32;19;20/12/2020;6;3;151;0
32;29;20/12/2020;19;0;523;2
32;39;20/12/2020;32;7;822;8
32;49;20/12/2020;58;8;1266;31
32;59;20/12/2020;167;35;2220;144
32;69;20/12/2020;371;80;2914;473
32;79;20/12/2020;595;87;3385;912
32;89;20/12/2020;806;19;3652;1647
32;90;20/12/2020;389;3;1423;868
44;0;20/12/2020;2936;279;19954;5516
44;9;20/12/2020;2;0;187;1
44;19;20/12/2020;7;0;133;0
44;29;20/12/2020;13;0;527;2
44;39;20/12/2020;38;6;863;23
44;49;20/12/2020;76;12;1398;47
44;59;20/12/2020;174;39;2510;152
44;69;20/12/2020;404;70;3717;574
44;79;20/12/2020;737;113;4177;1311
44;89;20/12/2020;1003;32;4533;2264
44;90;20/12/2020;447;4;1737;1110
52;0;20/12/2020;955;77;5718;1207
52;9;20/12/2020;1;1;39;0
52;19;20/12/2020;2;1;42;0
52;29;20/12/2020;6;0;180;0
52;39;20/12/2020;1;0;293;2
52;49;20/12/2020;13;2;428;7
52;59;20/12/2020;48;14;653;30
52;69;20/12/2020;142;23;883;99
52;79;20/12/2020;199;30;1108;225
52;89;20/12/2020;322;5;1438;519
52;90;20/12/2020;220;1;654;325
53;0;20/12/2020;591;49;3152;658
53;9;20/12/2020;0;0;36;0
53;19;20/12/2020;1;1;33;0
53;29;20/12/2020;2;0;103;0
53;39;20/12/2020;6;0;158;2
53;49;20/12/2020;10;3;228;3
53;59;20/12/2020;33;5;400;14
53;69;20/12/2020;102;17;495;62
53;79;20/12/2020;133;23;632;116
53;89;20/12/2020;206;0;759;287
53;90;20/12/2020;98;0;299;172
75;0;20/12/2020;1235;153;7292;1571
75;9;20/12/2020;3;0;58;0
75;19;20/12/2020;2;1;71;0
75;29;20/12/2020;12;2;218;2
75;39;20/12/2020;13;3;325;2
75;49;20/12/2020;25;1;490;11
75;59;20/12/2020;74;20;927;37
75;69;20/12/2020;153;44;1220;122
75;79;20/12/2020;280;63;1420;297
75;89;20/12/2020;409;17;1701;659
75;90;20/12/2020;255;1;819;435
76;0;20/12/2020;1298;200;9638;1978
76;9;20/12/2020;2;0;88;0
76;19;20/12/2020;0;0;98;0
76;29;20/12/2020;6;0;310;1
76;39;20/12/2020;9;2;433;3
76;49;20/12/2020;36;9;729;11
76;59;20/12/2020;62;20;1245;42
76;69;20/12/2020;181;66;1691;179
76;79;20/12/2020;308;70;2040;432
76;89;20/12/2020;458;26;2017;793
76;90;20/12/2020;235;7;976;516
84;0;20/12/2020;4334;454;26381;6267
84;9;20/12/2020;4;2;183;0
84;19;20/12/2020;11;0;213;0
84;29;20/12/2020;21;0;811;4
84;39;20/12/2020;48;5;1223;10
84;49;20/12/2020;106;22;1753;32
84;59;20/12/2020;258;51;3078;131
84;69;20/12/2020;625;153;4154;486
84;79;20/12/2020;1056;173;5612;1327
84;89;20/12/2020;1426;39;6243;2667
84;90;20/12/2020;741;3;2828;1558
93;0;20/12/2020;2280;289;17829;3271
93;9;20/12/2020;3;1;162;0
93;19;20/12/2020;4;2;211;0
93;29;20/12/2020;6;0;754;2
93;39;20/12/2020;17;2;1057;6
93;49;20/12/2020;50;14;1377;19
93;59;20/12/2020;130;27;2427;89
93;69;20/12/2020;340;96;3198;256
93;79;20/12/2020;606;116;3541;712
93;89;20/12/2020;721;27;3457;1378
93;90;20/12/2020;391;2;1548;793
94;0;20/12/2020;20;6;498;114
94;9;20/12/2020;0;0;11;0
94;19;20/12/2020;0;0;4;0
94;29;20/12/2020;0;0;19;0
94;39;20/12/2020;0;0;31;1
94;49;20/12/2020;1;1;40;2
94;59;20/12/2020;3;2;78;5
94;69;20/12/2020;3;2;85;12
94;79;20/12/2020;5;1;105;28
94;89;20/12/2020;4;0;96;47
94;90;20/12/2020;4;0;29;19
1;0;21/12/2020;62;5;751;167
1;9;21/12/2020;0;0;21;0
1;19;21/12/2020;0;0;9;0
1;29;21/12/2020;0;0;17;0
1;39;21/12/2020;2;0;56;2
1;49;21/12/2020;2;0;99;7
1;59;21/12/2020;8;2;136;10
1;69;21/12/2020;10;1;174;43
1;79;21/12/2020;13;2;133;55
1;89;21/12/2020;16;0;89;43
1;90;21/12/2020;11;0;17;7
2;0;21/12/2020;27;6;354;42
2;9;21/12/2020;0;0;1;0
2;19;21/12/2020;0;0;2;0
2;29;21/12/2020;0;0;13;0
2;39;21/12/2020;1;0;23;3
2;49;21/12/2020;2;0;47;1
2;59;21/12/2020;3;0;80;3
2;69;21/12/2020;9;3;76;7
2;79;21/12/2020;6;2;62;12
2;89;21/12/2020;5;0;40;12
2;90;21/12/2020;0;0;7;4
3;0;21/12/2020;21;3;1928;67
3;9;21/12/2020;1;0;116;0
3;19;21/12/2020;1;0;155;0
3;29;21/12/2020;4;0;413;3
3;39;21/12/2020;3;0;399;1
3;49;21/12/2020;2;0;265;3
3;59;21/12/2020;5;1;195;11
3;69;21/12/2020;4;1;207;19
3;79;21/12/2020;1;1;116;17
3;89;21/12/2020;0;0;52;11
3;90;21/12/2020;0;0;8;1
4;0;21/12/2020;50;8;696;51
4;9;21/12/2020;0;0;21;0
4;19;21/12/2020;3;0;23;1
4;29;21/12/2020;6;0;61;1
4;39;21/12/2020;4;1;69;1
4;49;21/12/2020;5;1;82;3
4;59;21/12/2020;6;2;120;3
4;69;21/12/2020;10;1;151;12
4;79;21/12/2020;10;2;104;17
4;89;21/12/2020;6;1;56;13
4;90;21/12/2020;0;0;7;0
6;0;21/12/2020;6;3;537;39
6;9;21/12/2020;0;0;20;0
6;19;21/12/2020;0;0;26;0
6;29;21/12/2020;0;0;82;0
6;39;21/12/2020;0;0;73;0
6;49;21/12/2020;2;1;75;7
6;59;21/12/2020;1;1;86;5
6;69;21/12/2020;0;0;85;12
6;79;21/12/2020;2;1;47;9
6;89;21/12/2020;1;0;29;5
6;90;21/12/2020;0;0;2;1
11;0;21/12/2020;4824;604;52991;11756
11;9;21/12/2020;10;2;615;3
11;19;21/12/2020;25;6;492;4
11;29;21/12/2020;46;4;1861;17
11;39;21/12/2020;109;15;3489;70
11;49;21/12/2020;162;44;5156;212
11;59;21/12/2020;424;116;8319;705
11;69;21/12/2020;714;178;9606;1666
11;79;21/12/2020;1044;166;9509;2724
11;89;21/12/2020;1485;65;9154;3951
11;90;21/12/2020;754;4;4307;2323
24;0;21/12/2020;969;107;5119;1235
24;9;21/12/2020;0;0;48;0
24;19;21/12/2020;0;0;43;0
24;29;21/12/2020;10;0;128;0
24;39;21/12/2020;12;0;219;2
24;49;21/12/2020;16;0;373;7
24;59;21/12/2020;66;15;588;34
24;69;21/12/2020;147;29;896;93
24;79;21/12/2020;223;52;1012;227
24;89;21/12/2020;315;9;1240;511
24;90;21/12/2020;173;2;550;355
27;0;21/12/2020;1795;167;9130;2397
27;9;21/12/2020;1;1;49;0
27;19;21/12/2020;4;1;86;0
27;29;21/12/2020;12;3;236;2
27;39;21/12/2020;15;3;359;8
27;49;21/12/2020;50;6;625;11
27;59;21/12/2020;93;15;952;49
27;69;21/12/2020;232;44;1446;200
27;79;21/12/2020;461;71;1986;489
27;89;21/12/2020;571;19;2358;1039
27;90;21/12/2020;330;1;979;594
28;0;21/12/2020;1142;87;5432;1413
28;9;21/12/2020;2;0;34;0
28;19;21/12/2020;3;0;25;0
28;29;21/12/2020;7;2;143;0
28;39;21/12/2020;18;3;229;3
28;49;21/12/2020;25;2;361;19
28;59;21/12/2020;72;17;677;48
28;69;21/12/2020;148;26;976;165
28;79;21/12/2020;256;30;1174;298
28;89;21/12/2020;393;6;1274;555
28;90;21/12/2020;210;0;503;314
32;0;21/12/2020;2490;248;16686;4146
32;9;21/12/2020;6;1;175;0
32;19;21/12/2020;8;3;152;0
32;29;21/12/2020;20;1;522;2
32;39;21/12/2020;32;8;825;8
32;49;21/12/2020;63;7;1269;32
32;59;21/12/2020;171;36;2220;145
32;69;21/12/2020;380;83;2919;479
32;79;21/12/2020;599;84;3396;918
32;89;21/12/2020;810;18;3671;1665
32;90;21/12/2020;384;3;1430;880
44;0;21/12/2020;3023;272;20018;5573
44;9;21/12/2020;2;0;187;1
44;19;21/12/2020;5;0;136;0
44;29;21/12/2020;14;0;528;2
44;39;21/12/2020;39;6;865;23
44;49;21/12/2020;85;15;1402;48
44;59;21/12/2020;175;34;2519;154
44;69;21/12/2020;419;68;3728;577
44;79;21/12/2020;748;109;4191;1329
44;89;21/12/2020;1042;32;4545;2283
44;90;21/12/2020;459;5;1743;1124
52;0;21/12/2020;970;80;5742;1220
52;9;21/12/2020;1;1;39;0
52;19;21/12/2020;2;1;42;0
52;29;21/12/2020;6;0;181;0
52;39;21/12/2020;2;1;293;2
52;49;21/12/2020;11;2;430;7
52;59;21/12/2020;47;13;655;30
52;69;21/12/2020;147;25;885;100
52;79;21/12/2020;198;31;1114;227
52;89;21/12/2020;327;5;1445;524
52;90;21/12/2020;228;1;658;330
53;0;21/12/2020;597;51;3158;664
53;9;21/12/2020;0;0;36;0
53;19;21/12/2020;1;1;33;0
53;29;21/12/2020;3;1;103;0
53;39;21/12/2020;6;0;158;2
53;49;21/12/2020;11;3;228;3
53;59;21/12/2020;35;6;400;14
53;69;21/12/2020;106;17;495;63
53;79;21/12/2020;130;23;635;118
53;89;21/12/2020;207;0;761;288
53;90;21/12/2020;98;0;300;174
75;0;21/12/2020;1252;153;7327;1592
75;9;21/12/2020;3;0;58;0
75;19;21/12/2020;2;1;71;0
75;29;21/12/2020;13;1;220;2
75;39;21/12/2020;16;3;327;2
75;49;21/12/2020;27;2;493;11
75;59;21/12/2020;77;20;928;38
75;69;21/12/2020;158;45;1227;122
75;79;21/12/2020;284;64;1424;302
75;89;21/12/2020;407;15;1713;667
75;90;21/12/2020;257;1;823;442
76;0;21/12/2020;1314;194;9667;1996
76;9;21/12/2020;1;0;89;0
76;19;21/12/2020;1;0;98;0
76;29;21/12/2020;5;0;312;1
76;39;21/12/2020;9;2;434;3
76;49;21/12/2020;39;8;732;11
76;59;21/12/2020;62;20;1247;42
76;69;21/12/2020;186;64;1694;180
76;79;21/12/2020;310;70;2042;438
76;89;21/12/2020;460;22;2027;800
76;90;21/12/2020;240;8;981;520
84;0;21/12/2020;4334;455;26509;6317
84;9;21/12/2020;4;2;183;0
84;19;21/12/2020;10;0;214;0
84;29;21/12/2020;20;0;814;4
84;39;21/12/2020;49;6;1227;10
84;49;21/12/2020;111;24;1756;32
84;59;21/12/2020;261;48;3084;131
84;69;21/12/2020;632;153;4168;494
84;79;21/12/2020;1060;174;5634;1335
84;89;21/12/2020;1417;39;6294;2685
84;90;21/12/2020;733;3;2849;1574
93;0;21/12/2020;2306;288;17889;3310
93;9;21/12/2020;3;1;162;0
93;19;21/12/2020;4;2;213;0
93;29;21/12/2020;7;0;755;2
93;39;21/12/2020;18;2;1061;6
93;49;21/12/2020;52;15;1380;19
93;59;21/12/2020;126;26;2434;90
93;69;21/12/2020;353;96;3204;259
93;79;21/12/2020;598;114;3559;725
93;89;21/12/2020;736;28;3469;1389
93;90;21/12/2020;399;2;1555;803
94;0;21/12/2020;19;6;499;115
94;9;21/12/2020;0;0;11;0
94;19;21/12/2020;0;0;4;0
94;29;21/12/2020;0;0;19;0
94;39;21/12/2020;0;0;31;1
